date,open,high,low,close,adjusted_close,volume,ticker,Ticker
2024-08-07,69.668,70.5,68.936,69.928,69.928,39942,DBXJ.XETRA,DBXJ.XETRA
2024-08-08,69.348,70.172,68.39,70.138,70.138,31415,DBXJ.XETRA,DBXJ.XETRA
2024-08-09,69.538,70.17,69.156,69.44,69.44,47322,DBXJ.XETRA,DBXJ.XETRA
2024-08-12,69.956,70.5,69.77,70.166,70.166,31772,DBXJ.XETRA,DBXJ.XETRA
2024-08-13,71.412,72.018,70.954,71.976,71.976,23463,DBXJ.XETRA,DBXJ.XETRA
2024-08-14,72.014,72.522,71.108,71.59,71.59,22541,DBXJ.XETRA,DBXJ.XETRA
2024-08-15,72.332,73.412,72.178,73.176,73.176,21337,DBXJ.XETRA,DBXJ.XETRA
2024-08-16,74.008,74.096,73.136,73.6,73.6,12087,DBXJ.XETRA,DBXJ.XETRA
2024-08-19,73.9,74.134,73.65,74.056,74.056,24282,DBXJ.XETRA,DBXJ.XETRA
2024-08-20,73.94,74.114,73.656,73.7,73.7,29986,DBXJ.XETRA,DBXJ.XETRA
2024-08-21,74.246,74.652,74.102,74.216,74.216,17733,DBXJ.XETRA,DBXJ.XETRA
2024-08-22,74.482,74.904,74.372,74.4,74.4,12993,DBXJ.XETRA,DBXJ.XETRA
2024-08-23,74.822,75.244,74.622,74.846,74.846,22844,DBXJ.XETRA,DBXJ.XETRA
2024-08-26,74.41,74.872,74.364,74.364,74.364,25267,DBXJ.XETRA,DBXJ.XETRA
2024-08-27,74.694,75.102,74.576,74.956,74.956,15162,DBXJ.XETRA,DBXJ.XETRA
2024-08-28,75.352,75.81,75.314,75.314,75.314,9422,DBXJ.XETRA,DBXJ.XETRA
2024-08-29,75.502,76.036,75.502,75.84,75.84,15259,DBXJ.XETRA,DBXJ.XETRA
2024-08-30,76.322,76.58,75.934,75.934,75.934,19796,DBXJ.XETRA,DBXJ.XETRA
2024-09-02,75.802,75.824,75.414,75.548,75.548,17990,DBXJ.XETRA,DBXJ.XETRA
2024-09-03,76.426,76.438,75.308,75.556,75.556,33985,DBXJ.XETRA,DBXJ.XETRA
2024-09-04,73.79,74.282,73.652,74.144,74.144,14919,DBXJ.XETRA,DBXJ.XETRA
2024-09-05,73.862,74.344,73.712,74.044,74.044,22327,DBXJ.XETRA,DBXJ.XETRA
2024-09-06,73.29,73.388,71.634,71.82,71.82,55191,DBXJ.XETRA,DBXJ.XETRA
2024-09-09,73.098,73.734,73.006,73.524,73.524,30644,DBXJ.XETRA,DBXJ.XETRA
2024-09-10,72.716,73.274,72.7,72.812,72.812,21981,DBXJ.XETRA,DBXJ.XETRA
2024-09-11,72.958,73.238,72.3,72.598,72.598,26054,DBXJ.XETRA,DBXJ.XETRA
2024-09-12,73.814,73.958,73.354,73.736,73.736,20234,DBXJ.XETRA,DBXJ.XETRA
2024-09-13,73.628,73.956,73.45,73.898,73.898,25744,DBXJ.XETRA,DBXJ.XETRA
2024-09-16,73.758,74.082,73.532,73.734,73.734,16865,DBXJ.XETRA,DBXJ.XETRA
2024-09-17,73.184,73.658,73.12,73.43,73.43,21170,DBXJ.XETRA,DBXJ.XETRA
2024-09-18,72.874,73.03,72.636,72.75,72.75,11512,DBXJ.XETRA,DBXJ.XETRA
2024-09-19,73.896,74.612,73.708,74.484,74.484,28055,DBXJ.XETRA,DBXJ.XETRA
2024-09-20,74.624,75.048,74.236,74.554,74.554,15891,DBXJ.XETRA,DBXJ.XETRA
2024-09-23,74.864,75.344,74.796,75.22,75.22,23247,DBXJ.XETRA,DBXJ.XETRA
2024-09-24,74.554,74.746,74.304,74.574,74.574,17558,DBXJ.XETRA,DBXJ.XETRA
2024-09-25,74.048,74.458,74.012,74.396,74.396,14983,DBXJ.XETRA,DBXJ.XETRA
2024-09-26,75.708,76.484,75.634,76.062,76.062,21489,DBXJ.XETRA,DBXJ.XETRA
2024-09-27,75.224,75.62,74.338,75.164,75.164,29163,DBXJ.XETRA,DBXJ.XETRA
2024-09-30,75.232,75.576,74.842,75.034,75.034,63397,DBXJ.XETRA,DBXJ.XETRA
2024-10-01,75.816,76.288,75.39,75.598,75.598,45527,DBXJ.XETRA,DBXJ.XETRA
2024-10-02,75.282,75.36,74.864,75.36,75.36,21713,DBXJ.XETRA,DBXJ.XETRA
2024-10-03,75.046,75.188,74.626,75.084,75.084,9292,DBXJ.XETRA,DBXJ.XETRA
2024-10-04,75.284,76.378,75.28,76.148,76.148,31964,DBXJ.XETRA,DBXJ.XETRA
2024-10-07,76.192,76.28,75.57,75.724,75.724,25585,DBXJ.XETRA,DBXJ.XETRA
2024-10-08,75.142,75.974,75.026,75.91,75.91,20765,DBXJ.XETRA,DBXJ.XETRA
2024-10-09,75.368,75.636,75.108,75.636,75.636,42935,DBXJ.XETRA,DBXJ.XETRA
2024-10-10,75.304,75.586,74.966,75.586,75.586,38067,DBXJ.XETRA,DBXJ.XETRA
2024-10-11,75.47,75.846,75.1,75.726,75.726,33605,DBXJ.XETRA,DBXJ.XETRA
2024-10-14,75.76,76.112,75.55,76.046,76.046,46843,DBXJ.XETRA,DBXJ.XETRA
2024-10-15,75.842,75.894,75.116,75.116,75.116,13747,DBXJ.XETRA,DBXJ.XETRA
2024-10-16,74.864,75.226,74.774,75.146,75.146,12650,DBXJ.XETRA,DBXJ.XETRA
2024-10-17,75.4,75.904,75.238,75.464,75.464,24184,DBXJ.XETRA,DBXJ.XETRA
2024-10-18,75.018,75.43,75.002,75.284,75.284,20168,DBXJ.XETRA,DBXJ.XETRA
2024-10-21,75.01,75.124,74.282,74.286,74.286,17152,DBXJ.XETRA,DBXJ.XETRA
2024-10-22,73.748,73.872,73.346,73.394,73.394,16423,DBXJ.XETRA,DBXJ.XETRA
2024-10-23,72.758,72.926,72.104,72.18,72.18,11503,DBXJ.XETRA,DBXJ.XETRA
2024-10-24,72.824,73.062,72.456,72.474,72.474,17174,DBXJ.XETRA,DBXJ.XETRA
2024-10-25,72.49,72.968,72.404,72.75,72.75,10470,DBXJ.XETRA,DBXJ.XETRA
2024-10-28,73.128,73.282,72.678,73.172,73.172,29075,DBXJ.XETRA,DBXJ.XETRA
2024-10-29,73.916,74.116,73.78,73.92,73.92,11116,DBXJ.XETRA,DBXJ.XETRA
2024-10-30,74.578,74.634,73.85,73.87,73.87,23683,DBXJ.XETRA,DBXJ.XETRA
2024-10-31,73.334,73.578,72.55,72.778,72.778,16168,DBXJ.XETRA,DBXJ.XETRA
2024-11-01,72.482,73.508,72.482,73.418,73.418,13996,DBXJ.XETRA,DBXJ.XETRA
2024-11-04,73.046,73.458,72.912,73.282,73.282,20207,DBXJ.XETRA,DBXJ.XETRA
2024-11-05,73.186,73.89,73.05,73.828,73.828,22669,DBXJ.XETRA,DBXJ.XETRA
2024-11-06,75.422,76.11,74.852,75.076,75.076,24261,DBXJ.XETRA,DBXJ.XETRA
2024-11-07,75.048,75.62,74.954,75.364,75.364,23000,DBXJ.XETRA,DBXJ.XETRA
2024-11-08,75.87,75.87,75.072,75.546,75.546,15904,DBXJ.XETRA,DBXJ.XETRA
2024-11-11,75.886,76.574,75.806,76.446,76.446,19580,DBXJ.XETRA,DBXJ.XETRA
2024-11-12,76.192,76.216,75.376,75.376,75.376,17802,DBXJ.XETRA,DBXJ.XETRA
2024-11-13,74.698,74.968,74.612,74.968,74.968,22398,DBXJ.XETRA,DBXJ.XETRA
2024-11-14,74.848,75.436,74.848,75.158,75.158,17919,DBXJ.XETRA,DBXJ.XETRA
2024-11-15,74.73,74.952,74.56,74.702,74.702,13384,DBXJ.XETRA,DBXJ.XETRA
2024-11-18,74.844,75.16,74.582,75.16,75.16,13895,DBXJ.XETRA,DBXJ.XETRA
2024-11-19,75.248,75.326,74.514,74.936,74.936,20303,DBXJ.XETRA,DBXJ.XETRA
2024-11-20,74.474,74.644,74.238,74.384,74.384,11604,DBXJ.XETRA,DBXJ.XETRA
2024-11-21,74.404,75.324,74.376,75.19,75.19,15920,DBXJ.XETRA,DBXJ.XETRA
2024-11-22,75.402,76.222,75.38,76.174,76.174,14033,DBXJ.XETRA,DBXJ.XETRA
2024-11-25,76.148,76.274,75.79,76.064,76.064,27353,DBXJ.XETRA,DBXJ.XETRA
2024-11-26,75.386,75.688,75.22,75.594,75.594,11554,DBXJ.XETRA,DBXJ.XETRA
2024-11-27,75.524,75.672,75.24,75.342,75.342,14878,DBXJ.XETRA,DBXJ.XETRA
2024-11-28,76.224,76.31,76.008,76.18,76.18,11773,DBXJ.XETRA,DBXJ.XETRA
2024-11-29,76.384,76.868,76.318,76.75,76.75,21153,DBXJ.XETRA,DBXJ.XETRA
2024-12-02,77.87,78.558,77.778,78.558,78.558,23700,DBXJ.XETRA,DBXJ.XETRA
2024-12-03,79.344,79.452,79.114,79.284,79.284,30629,DBXJ.XETRA,DBXJ.XETRA
2024-12-04,79.096,79.544,79.006,79.114,79.114,17833,DBXJ.XETRA,DBXJ.XETRA
2024-12-05,79.014,79.028,78.646,78.724,78.724,19023,DBXJ.XETRA,DBXJ.XETRA
2024-12-06,77.902,78.644,77.852,78.532,78.532,10131,DBXJ.XETRA,DBXJ.XETRA
2024-12-09,78.516,78.516,77.906,78.03,78.03,17240,DBXJ.XETRA,DBXJ.XETRA
2024-12-10,77.948,78.168,77.732,78.074,78.074,14871,DBXJ.XETRA,DBXJ.XETRA
2024-12-11,78.392,79.124,78.19,79.036,79.036,38372,DBXJ.XETRA,DBXJ.XETRA
2024-12-12,78.52,78.8,77.622,78.632,78.632,15339,DBXJ.XETRA,DBXJ.XETRA
2024-12-13,78.028,78.064,77.376,77.4,77.4,17571,DBXJ.XETRA,DBXJ.XETRA
2024-12-16,77.014,77.204,76.9,76.946,76.946,29854,DBXJ.XETRA,DBXJ.XETRA
2024-12-17,76.604,77.002,76.56,76.842,76.842,11141,DBXJ.XETRA,DBXJ.XETRA
2024-12-18,76.804,77.092,76.778,76.894,76.894,44783,DBXJ.XETRA,DBXJ.XETRA
2024-12-19,76.262,76.37,75.74,75.962,75.962,41914,DBXJ.XETRA,DBXJ.XETRA
2024-12-20,75.266,75.942,74.558,75.942,75.942,13056,DBXJ.XETRA,DBXJ.XETRA
2024-12-23,75.748,75.82,75.344,75.452,75.452,5877,DBXJ.XETRA,DBXJ.XETRA
2024-12-27,77.358,77.496,76.96,77.214,77.214,18958,DBXJ.XETRA,DBXJ.XETRA
2024-12-30,76.69,76.886,76.48,76.496,76.496,5548,DBXJ.XETRA,DBXJ.XETRA
2025-01-02,77.262,78.084,77.02,77.994,77.994,30076,DBXJ.XETRA,DBXJ.XETRA
2025-01-03,77.118,77.452,76.822,77.426,77.426,32340,DBXJ.XETRA,DBXJ.XETRA
2025-01-06,77.084,77.502,76.8,77.4,77.4,38775,DBXJ.XETRA,DBXJ.XETRA
2025-01-07,77.288,77.692,77.2,77.418,77.418,31105,DBXJ.XETRA,DBXJ.XETRA
2025-01-08,77.202,77.39,76.906,77.268,77.268,32487,DBXJ.XETRA,DBXJ.XETRA
2025-01-09,76.452,76.708,76.452,76.548,76.548,30787,DBXJ.XETRA,DBXJ.XETRA
2025-01-10,75.834,76.114,75.572,75.702,75.702,26169,DBXJ.XETRA,DBXJ.XETRA
2025-01-13,75.462,75.908,75.208,75.71,75.71,43879,DBXJ.XETRA,DBXJ.XETRA
2025-01-14,75.594,75.67,75.128,75.298,75.298,32099,DBXJ.XETRA,DBXJ.XETRA
2025-01-15,75.45,76.348,75.45,76.234,76.234,26264,DBXJ.XETRA,DBXJ.XETRA
2025-01-16,76.258,76.35,76.01,76.116,76.116,30577,DBXJ.XETRA,DBXJ.XETRA
2025-01-17,76.158,76.51,76.064,76.392,76.392,27174,DBXJ.XETRA,DBXJ.XETRA
2025-01-20,76.672,76.7,76.112,76.34,76.34,41535,DBXJ.XETRA,DBXJ.XETRA
2025-01-21,76.374,76.744,76.374,76.642,76.642,66815,DBXJ.XETRA,DBXJ.XETRA
2025-01-22,76.68,76.944,76.608,76.872,76.872,23506,DBXJ.XETRA,DBXJ.XETRA
2025-01-23,76.896,77.256,76.79,77.128,77.128,30187,DBXJ.XETRA,DBXJ.XETRA
2025-01-24,77.16,77.458,76.844,77.442,77.442,24624,DBXJ.XETRA,DBXJ.XETRA
2025-01-27,76.618,76.748,76.276,76.606,76.606,40285,DBXJ.XETRA,DBXJ.XETRA
2025-01-28,77.202,77.726,77.168,77.432,77.432,28879,DBXJ.XETRA,DBXJ.XETRA
2025-01-29,78.07,78.118,77.77,77.836,77.836,40417,DBXJ.XETRA,DBXJ.XETRA
2025-01-30,78.432,78.716,78.392,78.634,78.634,31519,DBXJ.XETRA,DBXJ.XETRA
2025-01-31,78.884,79.196,78.724,78.784,78.784,43069,DBXJ.XETRA,DBXJ.XETRA
2025-02-03,78.05,78.636,77.952,78.418,78.418,29585,DBXJ.XETRA,DBXJ.XETRA
2025-02-04,77.63,78.162,77.472,78.092,78.092,28693,DBXJ.XETRA,DBXJ.XETRA
2025-02-05,78.296,78.516,78.182,78.508,78.508,24686,DBXJ.XETRA,DBXJ.XETRA
2025-02-06,79.004,79.622,78.988,79.582,79.582,27290,DBXJ.XETRA,DBXJ.XETRA
2025-02-07,78.918,79.218,78.81,78.946,78.946,34282,DBXJ.XETRA,DBXJ.XETRA
2025-02-10,79.054,79.346,78.936,79.248,79.248,26046,DBXJ.XETRA,DBXJ.XETRA
2025-02-11,78.976,79.076,78.68,78.966,78.966,29972,DBXJ.XETRA,DBXJ.XETRA
2025-02-12,77.876,78.212,77.402,77.402,77.402,44174,DBXJ.XETRA,DBXJ.XETRA
2025-02-13,78.072,78.72,78.034,78.618,78.618,22570,DBXJ.XETRA,DBXJ.XETRA
2025-02-14,78.48,78.764,78.278,78.31,78.31,30594,DBXJ.XETRA,DBXJ.XETRA
2025-02-17,79.158,79.47,79.1,79.406,79.406,26444,DBXJ.XETRA,DBXJ.XETRA
2025-02-18,79.372,79.7,79.372,79.56,79.56,16730,DBXJ.XETRA,DBXJ.XETRA
2025-02-19,79.35,79.476,79.016,79.234,79.234,17964,DBXJ.XETRA,DBXJ.XETRA
2025-02-20,79.396,79.512,78.898,78.906,78.906,24076,DBXJ.XETRA,DBXJ.XETRA
2025-02-21,78.878,79.222,78.802,79.006,79.006,20281,DBXJ.XETRA,DBXJ.XETRA
2025-02-24,78.366,78.446,77.968,78.186,78.186,59914,DBXJ.XETRA,DBXJ.XETRA
2025-02-25,79.016,79.072,78.296,78.34,78.34,19048,DBXJ.XETRA,DBXJ.XETRA
2025-02-26,78.81,79.188,78.548,79.116,79.116,22456,DBXJ.XETRA,DBXJ.XETRA
2025-02-27,79.416,79.628,79.176,79.496,79.496,24368,DBXJ.XETRA,DBXJ.XETRA
2025-02-28,77.824,78.226,77.616,78.21,78.21,30253,DBXJ.XETRA,DBXJ.XETRA
2025-03-03,79.398,79.548,78.94,79.192,79.192,26632,DBXJ.XETRA,DBXJ.XETRA
2025-03-04,78.408,78.446,76.982,77.08,77.08,29047,DBXJ.XETRA,DBXJ.XETRA
2025-03-05,77.314,77.404,76.362,76.794,76.794,28451,DBXJ.XETRA,DBXJ.XETRA
2025-03-06,77.542,77.586,76.68,76.94,76.94,40352,DBXJ.XETRA,DBXJ.XETRA
2025-03-07,76.528,76.702,76.062,76.102,76.102,23481,DBXJ.XETRA,DBXJ.XETRA
2025-03-10,76.384,76.41,75.468,75.624,75.624,32111,DBXJ.XETRA,DBXJ.XETRA
2025-03-11,75.338,75.368,74.054,74.12,74.12,22628,DBXJ.XETRA,DBXJ.XETRA
2025-03-12,75.18,75.682,75.062,75.682,75.682,22000,DBXJ.XETRA,DBXJ.XETRA
2025-03-13,75.852,76.096,75.73,75.948,75.948,15588,DBXJ.XETRA,DBXJ.XETRA
2025-03-14,76.026,76.818,75.914,76.712,76.712,27243,DBXJ.XETRA,DBXJ.XETRA
2025-03-17,76.902,77.534,76.766,77.242,77.242,43884,DBXJ.XETRA,DBXJ.XETRA
2025-03-18,76.824,77.216,76.756,76.934,76.934,30519,DBXJ.XETRA,DBXJ.XETRA
2025-03-19,77.452,77.782,77.392,77.682,77.682,18325,DBXJ.XETRA,DBXJ.XETRA
2025-03-20,78.312,78.404,77.668,77.94,77.94,39252,DBXJ.XETRA,DBXJ.XETRA
2025-03-21,78.362,78.422,78.008,78.238,78.238,24940,DBXJ.XETRA,DBXJ.XETRA
2025-03-24,78.022,78.252,77.808,78.21,78.21,35873,DBXJ.XETRA,DBXJ.XETRA
2025-03-25,77.898,78.574,77.898,78.574,78.574,29877,DBXJ.XETRA,DBXJ.XETRA
2025-03-26,78.598,78.662,78.06,78.078,78.078,31708,DBXJ.XETRA,DBXJ.XETRA
2025-03-27,78.276,78.278,77.76,77.95,77.95,48914,DBXJ.XETRA,DBXJ.XETRA
2025-03-28,76.99,76.99,75.822,75.822,75.822,26411,DBXJ.XETRA,DBXJ.XETRA
2025-03-31,74.826,75.348,74.728,75.348,75.348,51981,DBXJ.XETRA,DBXJ.XETRA
2025-04-01,74.832,75.158,74.348,74.948,74.948,29147,DBXJ.XETRA,DBXJ.XETRA
2025-04-02,74.484,74.66,73.982,74.27,74.27,19700,DBXJ.XETRA,DBXJ.XETRA
2025-04-03,72.32,72.32,70.216,70.414,70.414,67735,DBXJ.XETRA,DBXJ.XETRA
2025-04-04,69.658,69.658,66.772,67.384,67.384,61407,DBXJ.XETRA,DBXJ.XETRA
2025-04-07,63.512,67.868,63.252,66.938,66.938,66439,DBXJ.XETRA,DBXJ.XETRA
2025-04-08,68.476,70.208,67.87,69.358,69.358,42879,DBXJ.XETRA,DBXJ.XETRA
2025-04-09,67.244,67.778,65.13,66.086,66.086,28404,DBXJ.XETRA,DBXJ.XETRA
2025-04-10,71.384,71.618,68.21,68.21,68.21,33156,DBXJ.XETRA,DBXJ.XETRA
2025-04-11,68.296,68.296,66.65,67.362,67.362,31985,DBXJ.XETRA,DBXJ.XETRA
2025-04-14,69.47,70.154,69.246,69.814,69.814,34160,DBXJ.XETRA,DBXJ.XETRA
2025-04-15,70.388,71.198,70.232,71.142,71.142,29808,DBXJ.XETRA,DBXJ.XETRA
2025-04-16,70.02,70.844,69.732,70.612,70.612,15724,DBXJ.XETRA,DBXJ.XETRA
2025-04-17,70.87,71.638,70.59,71.416,71.416,21686,DBXJ.XETRA,DBXJ.XETRA
2025-04-22,71.138,71.838,70.97,71.71,71.71,34431,DBXJ.XETRA,DBXJ.XETRA
2025-04-23,72.586,73.372,72.502,72.912,72.912,23256,DBXJ.XETRA,DBXJ.XETRA
2025-04-24,72.6,73.182,71.988,73.176,73.176,28046,DBXJ.XETRA,DBXJ.XETRA
2025-04-25,73.606,73.752,73.162,73.438,73.438,30078,DBXJ.XETRA,DBXJ.XETRA
2025-04-28,73.982,74.612,73.908,74.396,74.396,26625,DBXJ.XETRA,DBXJ.XETRA
2025-04-29,75.0,75.222,74.574,74.808,74.808,19980,DBXJ.XETRA,DBXJ.XETRA
2025-04-30,74.686,74.778,73.778,74.612,74.612,35234,DBXJ.XETRA,DBXJ.XETRA
2025-05-02,74.634,75.276,74.41,75.142,75.142,24635,DBXJ.XETRA,DBXJ.XETRA
2025-05-05,75.424,76.034,75.424,75.974,75.974,13765,DBXJ.XETRA,DBXJ.XETRA
2025-05-06,75.808,76.158,75.516,76.002,76.002,24350,DBXJ.XETRA,DBXJ.XETRA
2025-05-07,75.676,75.694,75.312,75.514,75.514,39322,DBXJ.XETRA,DBXJ.XETRA
2025-05-08,75.774,76.126,75.548,76.084,76.084,59402,DBXJ.XETRA,DBXJ.XETRA
2025-05-09,76.41,76.424,75.872,76.026,76.026,15897,DBXJ.XETRA,DBXJ.XETRA
2025-05-12,76.898,77.804,76.862,77.804,77.804,55956,DBXJ.XETRA,DBXJ.XETRA
2025-05-13,76.95,77.054,76.6,76.876,76.876,49118,DBXJ.XETRA,DBXJ.XETRA
2025-05-14,76.76,76.806,75.876,75.876,75.876,36690,DBXJ.XETRA,DBXJ.XETRA
2025-05-15,76.296,76.746,76.096,76.746,76.746,43656,DBXJ.XETRA,DBXJ.XETRA
2025-05-16,76.826,77.086,76.738,77.086,77.086,23785,DBXJ.XETRA,DBXJ.XETRA
2025-05-19,76.59,76.606,75.946,76.37,76.37,22646,DBXJ.XETRA,DBXJ.XETRA
2025-05-20,76.77,77.078,76.654,76.904,76.904,19589,DBXJ.XETRA,DBXJ.XETRA
2025-05-21,76.452,76.502,76.024,76.462,76.462,24803,DBXJ.XETRA,DBXJ.XETRA
2025-05-22,76.304,76.344,75.72,76.272,76.272,34768,DBXJ.XETRA,DBXJ.XETRA
2025-05-23,76.886,76.952,75.648,76.31,76.31,22126,DBXJ.XETRA,DBXJ.XETRA
2025-05-26,77.196,77.338,76.994,77.21,77.21,21557,DBXJ.XETRA,DBXJ.XETRA
2025-05-27,77.628,78.446,77.628,78.446,78.446,23655,DBXJ.XETRA,DBXJ.XETRA
2025-05-28,77.398,77.6,77.22,77.396,77.396,32462,DBXJ.XETRA,DBXJ.XETRA
2025-05-29,78.114,78.22,77.14,77.342,77.342,11411,DBXJ.XETRA,DBXJ.XETRA
2025-05-30,78.128,78.282,77.414,77.414,77.414,16182,DBXJ.XETRA,DBXJ.XETRA
2025-06-02,77.442,77.762,77.12,77.562,77.562,43104,DBXJ.XETRA,DBXJ.XETRA
2025-06-03,77.3,77.554,77.212,77.534,77.534,37673,DBXJ.XETRA,DBXJ.XETRA
2025-06-04,77.536,77.54,77.0,77.048,77.048,38693,DBXJ.XETRA,DBXJ.XETRA
2025-06-05,76.704,76.76,75.918,76.316,76.316,52781,DBXJ.XETRA,DBXJ.XETRA
2025-06-06,76.606,77.214,76.508,76.966,76.966,59426,DBXJ.XETRA,DBXJ.XETRA
2025-06-09,77.066,77.206,76.98,77.042,77.042,5598,DBXJ.XETRA,DBXJ.XETRA
2025-06-10,76.886,77.014,76.634,76.634,76.634,39873,DBXJ.XETRA,DBXJ.XETRA
2025-06-11,76.714,76.848,76.542,76.55,76.55,23875,DBXJ.XETRA,DBXJ.XETRA
2025-06-12,76.406,76.48,75.66,76.196,76.196,27242,DBXJ.XETRA,DBXJ.XETRA
2025-06-13,75.676,76.12,75.54,75.91,75.91,79507,DBXJ.XETRA,DBXJ.XETRA
2025-06-16,75.892,76.186,75.704,76.186,76.186,33501,DBXJ.XETRA,DBXJ.XETRA
2025-06-17,75.548,75.688,75.272,75.462,75.462,27580,DBXJ.XETRA,DBXJ.XETRA
2025-06-18,76.56,76.586,76.158,76.33,76.33,15358,DBXJ.XETRA,DBXJ.XETRA
2025-06-19,76.262,76.262,75.678,75.678,75.678,14783,DBXJ.XETRA,DBXJ.XETRA
2025-06-20,75.092,75.258,74.784,74.88,74.88,47941,DBXJ.XETRA,DBXJ.XETRA
2025-06-23,74.078,74.47,74.002,74.354,74.354,35718,DBXJ.XETRA,DBXJ.XETRA
2025-06-24,74.95,75.12,74.774,74.774,74.774,28504,DBXJ.XETRA,DBXJ.XETRA
2025-06-25,74.92,75.128,74.622,74.632,74.632,23116,DBXJ.XETRA,DBXJ.XETRA
2025-06-26,75.474,75.616,75.27,75.544,75.544,27604,DBXJ.XETRA,DBXJ.XETRA
2025-06-27,76.672,77.048,76.462,77.038,77.038,19826,DBXJ.XETRA,DBXJ.XETRA
2025-06-30,76.882,76.942,76.488,76.488,76.488,31523,DBXJ.XETRA,DBXJ.XETRA
2025-07-01,76.0,76.056,75.8,75.924,75.924,13306,DBXJ.XETRA,DBXJ.XETRA
2025-07-02,75.898,75.916,75.6,75.69,75.69,36382,DBXJ.XETRA,DBXJ.XETRA
2025-07-03,75.752,76.108,75.686,76.03,76.03,28549,DBXJ.XETRA,DBXJ.XETRA
2025-07-04,75.664,75.686,75.394,75.486,75.486,42426,DBXJ.XETRA,DBXJ.XETRA
2025-07-07,74.93,75.222,74.84,75.006,75.006,43775,DBXJ.XETRA,DBXJ.XETRA
2025-07-08,74.7,74.882,74.614,74.806,74.806,27826,DBXJ.XETRA,DBXJ.XETRA
2025-07-09,74.49,74.892,74.49,74.742,74.742,33009,DBXJ.XETRA,DBXJ.XETRA
2025-07-10,74.434,74.76,74.334,74.706,74.706,27398,DBXJ.XETRA,DBXJ.XETRA
2025-07-11,74.558,74.574,74.036,74.108,74.108,29345,DBXJ.XETRA,DBXJ.XETRA
2025-07-14,74.404,74.426,74.1,74.286,74.286,12655,DBXJ.XETRA,DBXJ.XETRA
2025-07-15,74.27,74.382,73.984,74.034,74.034,36294,DBXJ.XETRA,DBXJ.XETRA
2025-07-16,73.87,74.254,73.43,73.452,73.452,32088,DBXJ.XETRA,DBXJ.XETRA
2025-07-17,74.668,74.862,74.536,74.862,74.862,16141,DBXJ.XETRA,DBXJ.XETRA
2025-07-18,74.338,74.382,74.062,74.062,74.062,17398,DBXJ.XETRA,DBXJ.XETRA
2025-07-21,74.554,74.738,74.4,74.662,74.662,24901,DBXJ.XETRA,DBXJ.XETRA
2025-07-22,74.334,74.896,74.334,74.574,74.574,22102,DBXJ.XETRA,DBXJ.XETRA
2025-07-23,76.958,78.038,76.952,78.038,78.038,41990,DBXJ.XETRA,DBXJ.XETRA
2025-07-24,78.832,78.88,78.184,78.184,78.184,17723,DBXJ.XETRA,DBXJ.XETRA
2025-07-25,77.504,77.504,77.2,77.222,77.222,15809,DBXJ.XETRA,DBXJ.XETRA
2025-07-28,89.8069,89.8069,89.8069,89.8069,89.8069,23892,DBXJ.XETRA,DBXJ.XETRA
2025-07-29,77.21,77.21,76.792,76.792,76.792,53339,DBXJ.XETRA,DBXJ.XETRA
2025-07-30,77.482,77.792,77.388,77.506,77.506,22871,DBXJ.XETRA,DBXJ.XETRA
2024-07-31,80.47,81.43,80.2,81.43,80.9932,50379,EXI2.XETRA,EXI2.XETRA
2024-08-01,81.91,82.31,81.17,81.3,80.8639,93832,EXI2.XETRA,EXI2.XETRA
2024-08-02,79.1,79.11,76.98,77.38,76.9649,46307,EXI2.XETRA,EXI2.XETRA
2024-08-05,75.85,75.85,71.85,75.1,74.6972,196602,EXI2.XETRA,EXI2.XETRA
2024-08-06,75.97,76.2,74.91,76.08,75.6719,67085,EXI2.XETRA,EXI2.XETRA
2024-08-07,76.21,77.27,76.1,76.99,76.577,55698,EXI2.XETRA,EXI2.XETRA
2024-08-08,75.38,77.12,74.98,77.08,76.6665,15690,EXI2.XETRA,EXI2.XETRA
2024-08-09,77.43,77.93,77.15,77.4,76.9848,39543,EXI2.XETRA,EXI2.XETRA
2024-08-12,77.93,78.23,77.7,77.81,77.3926,21940,EXI2.XETRA,EXI2.XETRA
2024-08-13,78.3,78.78,78.04,78.7,78.2779,45597,EXI2.XETRA,EXI2.XETRA
2024-08-14,79.05,79.05,78.08,78.82,78.3972,49856,EXI2.XETRA,EXI2.XETRA
2024-08-15,79.12,80.4,78.99,80.4,79.9687,43874,EXI2.XETRA,EXI2.XETRA
2024-08-16,80.98,80.98,80.13,80.55,80.1179,45183,EXI2.XETRA,EXI2.XETRA
2024-08-19,80.33,80.63,80.14,80.63,80.1975,32200,EXI2.XETRA,EXI2.XETRA
2024-08-20,81.04,81.19,80.59,80.66,80.2273,42940,EXI2.XETRA,EXI2.XETRA
2024-08-21,80.6,80.94,80.45,80.54,80.108,20820,EXI2.XETRA,EXI2.XETRA
2024-08-22,80.59,81.28,80.58,80.67,80.2373,13677,EXI2.XETRA,EXI2.XETRA
2024-08-23,80.31,80.62,79.87,80.19,79.7599,20338,EXI2.XETRA,EXI2.XETRA
2024-08-26,80.2,80.54,79.69,79.89,79.4615,32101,EXI2.XETRA,EXI2.XETRA
2024-08-27,80.16,80.18,79.66,79.88,79.4515,29239,EXI2.XETRA,EXI2.XETRA
2024-08-28,80.21,80.52,79.53,79.59,79.1631,31636,EXI2.XETRA,EXI2.XETRA
