date,open,high,low,close,adjusted_close,volume,ticker
2025-01-08,607.84,609.98,605.64,608.38,608.38,58274,SXR8.XETRA
2025-01-09,607.48,608.94,606.48,608.88,608.88,23568,SXR8.XETRA
2025-01-10,608.18,609.52,601.44,602.92,602.92,42980,SXR8.XETRA
2025-01-13,602.52,604.58,599.02,602.6,602.6,49463,SXR8.XETRA
2025-01-14,606.16,607.58,600.2,601.28,601.28,31702,SXR8.XETRA
2025-01-15,601.26,612.26,601.18,611.78,611.78,45365,SXR8.XETRA
2025-01-16,615.72,616.08,611.92,612.7,612.7,28298,SXR8.XETRA
2025-01-17,613.56,619.74,612.96,618.68,618.68,49178,SXR8.XETRA
2025-01-20,617.72,618.14,612.66,614.56,614.56,120992,SXR8.XETRA
2025-01-21,614.98,618.44,613.76,614.38,614.38,71623,SXR8.XETRA
2025-01-22,618.34,621.0,616.4,620.92,620.92,197186,SXR8.XETRA
2025-01-23,620.24,622.94,618.82,621.28,621.28,119967,SXR8.XETRA
2025-01-24,620.02,620.44,616.76,617.64,617.64,43251,SXR8.XETRA
2025-01-27,608.96,609.18,597.62,604.94,604.94,171375,SXR8.XETRA
2025-01-28,612.58,616.3,609.74,614.06,614.06,63436,SXR8.XETRA
2025-01-29,618.86,619.98,615.28,615.92,615.92,49679,SXR8.XETRA
2025-01-30,617.72,619.48,613.36,615.5,615.5,62603,SXR8.XETRA
2025-01-31,621.5,625.6,621.42,623.82,623.82,64623,SXR8.XETRA
2025-02-03,616.84,618.62,612.92,617.86,617.86,150028,SXR8.XETRA
2025-02-04,616.3,617.62,613.34,617.48,617.48,49877,SXR8.XETRA
2025-02-05,612.96,614.66,611.06,614.66,614.66,56087,SXR8.XETRA
2025-02-06,620.54,623.12,620.54,621.58,621.58,33678,SXR8.XETRA
2025-02-07,621.22,623.7,619.0,620.2,620.2,38234,SXR8.XETRA
2025-02-10,622.14,624.9,621.3,624.04,624.04,32191,SXR8.XETRA
2025-02-11,622.86,623.3,620.7,622.16,622.16,29065,SXR8.XETRA
2025-02-12,621.04,622.16,616.08,617.42,617.42,47456,SXR8.XETRA
2025-02-13,617.14,620.44,615.28,619.56,619.56,26795,SXR8.XETRA
2025-02-14,621.0,621.24,617.74,618.24,618.24,33008,SXR8.XETRA
2025-02-17,620.36,621.54,619.88,620.66,620.66,252417,SXR8.XETRA
2025-02-18,622.44,624.18,620.42,621.06,621.06,248484,SXR8.XETRA
2025-02-19,623.22,625.3,621.96,625.12,625.12,33035,SXR8.XETRA
2025-02-20,623.68,624.64,617.34,618.16,618.16,56215,SXR8.XETRA
2025-02-21,618.88,621.84,616.8,618.42,618.42,56768,SXR8.XETRA
2025-02-24,611.5,613.78,607.0,610.36,610.36,64751,SXR8.XETRA
2025-02-25,606.78,607.84,597.84,598.56,598.56,59591,SXR8.XETRA
2025-02-26,604.94,608.6,603.9,606.64,606.64,42459,SXR8.XETRA
2025-02-27,606.6,610.76,603.28,608.3,608.3,28828,SXR8.XETRA
2025-02-28,600.12,602.94,596.5,601.12,601.12,56370,SXR8.XETRA
2025-03-03,609.06,609.48,599.86,601.0,601.0,77255,SXR8.XETRA
2025-03-04,592.56,593.24,578.72,580.42,580.42,136938,SXR8.XETRA
2025-03-05,579.18,579.42,566.82,567.38,567.38,93478,SXR8.XETRA
2025-03-06,572.22,572.76,563.58,568.46,568.46,126033,SXR8.XETRA
2025-03-07,564.68,566.12,556.5,556.94,556.94,88391,SXR8.XETRA
2025-03-10,562.88,563.1,552.32,553.88,553.88,140976,SXR8.XETRA
2025-03-11,549.02,550.4,540.06,542.34,542.34,119847,SXR8.XETRA
2025-03-12,544.9,552.0,540.2,547.16,547.16,92271,SXR8.XETRA
2025-03-13,544.46,549.42,541.22,542.52,542.52,39048,SXR8.XETRA
2025-03-14,544.48,550.5,542.28,549.0,549.0,91607,SXR8.XETRA
2025-03-17,547.88,552.92,546.94,549.72,549.72,51453,SXR8.XETRA
2025-03-18,550.5,552.44,544.4,546.32,546.32,77167,SXR8.XETRA
2025-03-19,547.26,553.94,547.1,552.92,552.92,35341,SXR8.XETRA
2025-03-20,556.8,561.14,552.0,556.2,556.2,60248,SXR8.XETRA
2025-03-21,554.82,555.42,549.96,554.52,554.52,55966,SXR8.XETRA
2025-03-24,560.96,567.72,560.54,567.14,567.14,60891,SXR8.XETRA
2025-03-25,567.56,568.86,566.2,567.34,567.34,42584,SXR8.XETRA
2025-03-26,569.0,570.76,564.2,565.0,565.0,39847,SXR8.XETRA
2025-03-27,563.74,565.0,558.96,562.28,562.28,32412,SXR8.XETRA
2025-03-28,558.98,561.84,548.58,549.04,549.04,41597,SXR8.XETRA
2025-03-31,543.14,547.02,539.88,547.02,547.02,64711,SXR8.XETRA
2025-04-01,552.16,554.96,546.82,553.82,553.82,56113,SXR8.XETRA
2025-04-02,554.02,554.5,547.22,553.66,553.66,39238,SXR8.XETRA
2025-04-03,531.9,535.0,518.3,523.3,523.3,117521,SXR8.XETRA
2025-04-04,516.68,519.4,496.11,501.08,501.08,185003,SXR8.XETRA
2025-04-07,467.71,509.86,465.0,487.44,487.44,349547,SXR8.XETRA
2025-04-08,497.37,513.9,497.21,505.0,505.0,137741,SXR8.XETRA
2025-04-09,479.79,486.89,467.75,479.34,479.34,129715,SXR8.XETRA
2025-04-10,525.32,525.94,498.35,498.35,498.35,119862,SXR8.XETRA
2025-04-11,499.65,499.78,485.33,492.63,492.63,106697,SXR8.XETRA
2025-04-14,505.08,514.24,504.6,506.46,506.46,97423,SXR8.XETRA
2025-04-15,508.6,513.62,504.92,510.5,510.5,54759,SXR8.XETRA
2025-04-16,498.97,505.92,496.41,502.0,502.0,73981,SXR8.XETRA
2025-04-17,498.12,500.28,491.77,494.92,494.92,28265,SXR8.XETRA
2025-04-22,482.57,489.1,480.14,488.08,488.08,56922,SXR8.XETRA
2025-04-23,501.78,513.6,501.0,504.72,504.72,64393,SXR8.XETRA
2025-04-24,502.02,511.34,498.36,510.38,510.38,48028,SXR8.XETRA
2025-04-25,517.54,517.74,510.5,512.68,512.68,30287,SXR8.XETRA
2025-04-28,517.5,519.82,513.12,513.46,513.46,37220,SXR8.XETRA
2025-04-29,516.5,518.8,512.8,516.3,516.3,25039,SXR8.XETRA
2025-04-30,518.86,520.48,508.28,517.7,517.7,48038,SXR8.XETRA
2025-05-02,529.3,533.44,526.98,532.36,532.36,58213,SXR8.XETRA
2025-05-05,530.82,532.48,527.88,531.94,531.94,48522,SXR8.XETRA
2025-05-06,529.54,529.7,523.38,528.42,528.42,32913,SXR8.XETRA
2025-05-07,527.46,528.9,524.48,526.14,526.14,30952,SXR8.XETRA
2025-05-08,535.6,537.38,530.8,536.88,536.88,30248,SXR8.XETRA
2025-05-09,536.78,539.46,532.5,535.48,535.48,35165,SXR8.XETRA
2025-05-12,554.64,561.64,553.78,556.52,556.52,84888,SXR8.XETRA
2025-05-13,557.78,563.78,556.9,561.46,561.46,57791,SXR8.XETRA
2025-05-14,560.5,561.48,555.9,560.48,560.48,42965,SXR8.XETRA
2025-05-15,557.54,562.0,555.5,562.0,562.0,53017,SXR8.XETRA
2025-05-16,561.54,566.2,561.24,566.18,566.18,33963,SXR8.XETRA
2025-05-19,559.84,562.94,555.0,562.2,562.2,48214,SXR8.XETRA
2025-05-20,562.02,564.76,561.22,562.54,562.54,32368,SXR8.XETRA
2025-05-21,556.02,557.52,552.1,556.74,556.74,30991,SXR8.XETRA
2025-05-22,550.9,553.28,547.52,552.16,552.16,27471,SXR8.XETRA
2025-05-23,549.9,550.56,540.3,544.86,544.86,44547,SXR8.XETRA
2025-05-26,548.04,550.58,548.04,549.52,549.52,21836,SXR8.XETRA
2025-05-27,550.18,554.54,548.64,554.48,554.48,17857,SXR8.XETRA
2025-05-28,556.98,559.64,554.74,556.74,556.74,36747,SXR8.XETRA
2025-05-29,564.24,566.52,553.14,553.66,553.66,25416,SXR8.XETRA
2025-05-30,554.12,555.92,550.62,553.32,553.32,23678,SXR8.XETRA
2025-06-02,549.28,551.72,546.0,549.76,549.76,47471,SXR8.XETRA
2025-06-03,551.92,558.4,550.16,558.4,558.4,18136,SXR8.XETRA
2025-06-04,559.14,560.44,556.3,557.8,557.8,21766,SXR8.XETRA
2025-06-05,557.52,559.3,552.34,558.16,558.16,34331,SXR8.XETRA
2025-06-06,556.3,563.1,555.62,560.14,560.14,37030,SXR8.XETRA
2025-06-09,559.58,562.34,559.0,560.34,560.34,26839,SXR8.XETRA
2025-06-10,561.34,562.38,559.62,560.98,560.98,25917,SXR8.XETRA
2025-06-11,562.54,564.98,560.92,561.36,561.36,31494,SXR8.XETRA
2025-06-12,556.7,557.04,549.1,555.56,555.56,33891,SXR8.XETRA
2025-06-13,550.64,556.68,549.88,553.92,553.92,36978,SXR8.XETRA
2025-06-16,553.34,556.5,552.08,555.94,555.94,33821,SXR8.XETRA
2025-06-17,553.94,557.0,552.02,555.84,555.84,29280,SXR8.XETRA
2025-06-18,554.74,557.68,554.4,555.6,555.6,28281,SXR8.XETRA
2025-06-19,554.64,554.78,549.7,550.84,550.84,19791,SXR8.XETRA
2025-06-20,552.32,557.32,551.28,553.42,553.42,18352,SXR8.XETRA
2025-06-23,552.28,556.6,552.24,552.76,552.76,32280,SXR8.XETRA
2025-06-24,558.86,559.56,556.14,558.02,558.02,31963,SXR8.XETRA
2025-06-25,560.0,561.48,558.68,558.68,558.68,23589,SXR8.XETRA
2025-06-26,557.12,559.18,555.38,558.36,558.36,40163,SXR8.XETRA
2025-06-27,560.34,562.68,558.68,562.48,562.48,24840,SXR8.XETRA
2025-06-30,562.9,564.24,560.8,561.64,561.64,27916,SXR8.XETRA
2025-07-01,561.5,561.58,557.76,561.0,561.0,45150,SXR8.XETRA
2025-07-02,563.22,563.86,560.32,562.5,562.5,40201,SXR8.XETRA
2025-07-03,563.48,569.8,562.86,569.18,569.18,28845,SXR8.XETRA
2025-07-04,566.56,566.56,564.2,565.06,565.06,17839,SXR8.XETRA
2025-07-07,567.12,570.28,566.7,567.18,567.18,34851,SXR8.XETRA
2025-07-08,565.94,569.0,565.56,567.08,567.08,22264,SXR8.XETRA
2025-07-09,566.4,571.34,566.0,568.8,568.8,18773,SXR8.XETRA
2025-07-10,567.86,573.54,567.5,573.54,573.54,20580,SXR8.XETRA
2025-07-11,571.86,571.96,568.28,570.66,570.66,26365,SXR8.XETRA
2025-07-14,569.28,571.48,568.02,571.26,571.26,20473,SXR8.XETRA
2025-07-15,574.6,576.32,573.42,576.14,576.14,28412,SXR8.XETRA
2025-07-16,571.24,576.8,566.16,566.16,566.16,35291,SXR8.XETRA
2025-07-17,577.0,578.94,575.98,578.72,578.72,20640,SXR8.XETRA
2025-07-18,579.56,579.58,575.9,576.48,576.48,20056,SXR8.XETRA
2025-07-21,578.06,579.0,576.34,577.14,577.14,29931,SXR8.XETRA
2025-07-22,575.44,576.52,572.08,572.34,572.34,22739,SXR8.XETRA
2025-07-23,574.96,577.0,574.44,575.84,575.84,34639,SXR8.XETRA
2025-07-24,577.02,578.9,576.0,577.66,577.66,21025,SXR8.XETRA
2025-07-25,578.66,580.88,577.98,580.08,580.08,19904,SXR8.XETRA
2025-07-28,584.28,586.9,583.88,586.9,586.9,28870,SXR8.XETRA
2025-07-29,591.18,593.16,589.28,589.44,589.44,33211,SXR8.XETRA
2025-07-30,588.84,593.96,588.18,592.76,592.76,24201,SXR8.XETRA
2025-07-31,598.32,600.74,594.0,595.82,595.82,36317,SXR8.XETRA
2025-08-01,590.02,590.14,572.78,576.04,576.04,78770,SXR8.XETRA
2025-08-04,577.1,582.62,577.1,582.2,582.2,29404,SXR8.XETRA
2025-08-05,586.22,587.16,579.78,579.78,579.78,34167,SXR8.XETRA
2025-08-06,582.84,583.74,577.92,581.38,581.38,19548,SXR8.XETRA
2025-08-07,581.38,585.74,581.2,581.24,581.24,24172,SXR8.XETRA
2025-08-08,581.78,584.9,581.5,583.18,583.18,16189,SXR8.XETRA
2025-08-11,586.18,588.26,584.86,587.58,587.58,19965,SXR8.XETRA
2025-08-12,586.6,589.0,584.78,587.0,587.0,23631,SXR8.XETRA
2025-08-13,588.56,590.94,587.4,587.68,587.68,28227,SXR8.XETRA
2025-08-14,589.72,592.42,588.16,591.24,591.24,30556,SXR8.XETRA
2025-08-15,593.14,593.16,587.78,588.28,588.28,25645,SXR8.XETRA
2025-08-18,588.68,590.38,587.52,589.06,589.06,25309,SXR8.XETRA
2025-08-19,589.04,590.6,587.4,588.26,588.26,22309,SXR8.XETRA
2025-08-20,587.22,587.68,580.6,584.26,584.26,28152,SXR8.XETRA
2025-08-21,587.46,587.58,583.68,587.06,587.06,21391,SXR8.XETRA
2025-08-22,586.16,591.0,585.94,590.3,590.3,27078,SXR8.XETRA
2025-08-25,588.74,590.82,588.32,590.78,590.78,25920,SXR8.XETRA
2025-08-26,590.8,591.5,588.92,589.94,589.94,25034,SXR8.XETRA
2025-08-27,594.68,596.98,594.36,595.98,595.98,30427,SXR8.XETRA
2025-08-28,594.98,596.18,591.68,593.42,593.42,32112,SXR8.XETRA
2025-08-29,594.8,595.0,588.32,589.2,589.2,24144,SXR8.XETRA
2025-09-01,588.56,590.64,588.4,590.64,590.64,41856,SXR8.XETRA
2025-09-02,589.54,590.86,583.66,583.66,583.66,45868,SXR8.XETRA
2025-09-03,590.16,591.6,588.26,588.7,588.7,24751,SXR8.XETRA
2025-09-04,591.42,594.38,591.32,593.84,593.84,23383,SXR8.XETRA
2025-09-05,596.46,596.6,586.32,588.72,588.72,34642,SXR8.XETRA
2025-09-08,591.48,592.34,589.86,591.74,591.74,31478,SXR8.XETRA
2025-09-09,590.96,592.68,590.38,592.12,592.12,24394,SXR8.XETRA
2025-09-10,596.78,598.12,595.14,595.6,595.6,23520,SXR8.XETRA
2025-09-11,597.84,599.64,595.96,599.46,599.46,33702,SXR8.XETRA
